4.160396670608645486e+00,4.021013979995226251e+00,1.512707167736524525e+02,1.494421546793034850e+02
5.303416236696683050e+00,2.395933533714749597e+00,3.148873573908389289e+02,1.848034206599921845e+02
9.075991251767982604e+00,6.069992120814235115e+00,1.655284096661289652e+02,1.447952718340100375e+02
7.471755442100143085e+00,2.421470027979810702e+00,1.164787089489337575e+02,2.107115551870863897e+02
6.482674812533274711e+00,6.498978661272832191e+00,9.708049199276511843e+01,6.859069488545266324e+01
4.583975117853443138e+00,4.500855842617110802e+00,4.006610777558947234e+02,3.820389257397230267e+02
1.002237947064897483e+01,4.650766421977173160e+00,1.329287098861752554e+02,4.635164096203665167e+02
6.349354684612705135e+00,4.398857326038073445e+00,1.850118566642067037e+02,1.546587650728740471e+02
5.074465661737344924e+00,5.747224056886169663e+00,6.968411336868484796e+01,7.093588763306458134e+01
1.019904846039452195e+01,5.122856012874946963e+00,5.365618523524677812e+02,6.885901185023433300e+02
8.337656303540482483e+00,4.215190501850036853e+00,1.293066697346414458e+02,5.413457542490425567e+02
1.050858921932939261e+01,3.443612425772117014e+00,3.148562986015458023e+02,6.304541927531585088e+02
6.494647632023037964e+00,4.695704492326026269e+00,2.154111321573846567e+02,1.060556587981378698e+02
7.716909272148225085e+00,3.675262560305082360e+00,2.727626523360504507e+02,6.831318458711673429e+02
7.129789279675607716e+00,2.280322455135814330e+00,1.278839942590514056e+02,2.809993479568796602e+02
6.865331583063162491e+00,1.400139555906230182e+00,1.445685261624450391e+02,2.515980295867693712e+02
5.827098071303975502e+00,2.804416299688214043e+00,2.098927510229954692e+02,2.858436922630315848e+02
1.097399350073316526e+01,8.274713593515979682e+00,3.038055093364192771e+02,3.067947758080990184e+02
9.560505980906405910e+00,6.752259568681258095e+00,1.907477973773949600e+02,2.505086069825761115e+02
1.222650186225573776e+01,4.554960365736702599e+00,2.598246292760028950e+02,4.569956374683107470e+02
1.107288896454574889e+01,3.151177792699064728e+00,3.588889679340428529e+02,5.109333645085312128e+02
6.019076450506034348e+00,3.489956845971589061e+00,1.215144488312339206e+02,3.988707381706844899e+02
4.982327283166352316e+00,3.446026169114198456e+00,4.009548760667550482e+01,3.459653087495174617e+01
8.026775351243427892e+00,3.596242614002843840e+00,3.363241491561940393e+02,4.942737297561625951e+02
6.992589669314206446e+00,6.443191419244084450e+00,3.104555106694872961e+02,3.450337591623107301e+02
7.281026733026505937e+00,3.102697059148175285e+00,2.978300842554748442e+02,1.729391736466447469e+02
5.432481951434379397e+00,5.179697182349054074e+00,1.823260194436917629e+02,8.114070396366331295e+01
1.067880248579599467e+01,3.317974183741913663e+00,4.489795142339069116e+02,3.553559734993158941e+02
9.425935333720330433e+00,5.971923147457475878e+00,2.543916864442815040e+02,1.533143316437185604e+02
3.099506701584713753e+00,1.923340859547489234e+00,2.319625079262015674e+02,2.189929892619517204e+02
7.771252835229577549e+00,7.617585471679044318e+00,2.295030341347709850e+02,1.760517993429334354e+02
9.619607920656669364e+00,5.723710664589466646e+00,1.893676509966410038e+02,2.818121052832344162e+02
1.081843296010096722e+01,5.031714571014600956e+00,1.941999872346100346e+02,3.494152391922119136e+02
1.196114475967357116e+01,8.918230731530339739e+00,3.889371972779789530e+02,4.761641959106391369e+02
7.682850047372971503e+00,3.431382984441117223e+00,1.408819741506796390e+02,2.061939696611612476e+02
9.243299318280278953e+00,3.150520406674143903e+00,3.345583201964049067e+02,3.140163180852988489e+02
5.134755948073344456e+00,3.296257894984254921e+00,2.203821552417276735e+02,2.245865902274092321e+02
6.078522766789535403e+00,1.620504782985011438e+00,4.103538255661121781e+01,3.742599152508246618e+01
4.221380915330140482e+00,2.540444138579840416e+00,1.725218097989088051e+02,3.275952442019038244e+02
6.977483394836775155e+00,2.135952385688961286e+00,1.068543024274883493e+02,2.736342878857931851e+02
9.937721335198526518e+00,6.106704170224808159e+00,2.253747170650284204e+02,1.016913058822938041e+02
9.124411536213866469e+00,9.342120449421756234e+00,2.176992436706557612e+02,1.404861826562727742e+02
9.541282893231656459e+00,8.393409216990916022e+00,1.798510821321925164e+02,2.119999276767708523e+02
7.024533761530422638e+00,4.477104421201746121e+00,4.323924595789123373e+02,6.157316917553921485e+02
1.123088167175182939e+01,5.939065961457838938e+00,1.579382627065952818e+02,4.304207810914443257e+02
9.418712704226390287e+00,3.063052251521861891e+00,2.694578058053189125e+02,2.816933715087749306e+02
